Date,Est. earnings (USD),Observed eCPM (USD),Requests,Match rate (%) (%),Matched requests,Show rate (%) (%),Impressions,CTR (%) (%),Clicks,Bid requests,Bids in auction (%),Bids in auction,Winning bids (%),Winning bids
2022-01-04,$0.31,2.49,1624,99.75%,1620,7.72%,125,4.00%,5,0,,0,,1620
2022-01-05,$0.22,0.64,1904,88.39%,1683,20.38%,343,0.58%,2,0,,0,,1683
2022-01-06,$0.29,1.45,1670,96.53%,1612,12.41%,200,2.00%,4,0,,0,,1612
2022-01-07,$0.86,4.1,1697,87.92%,1492,14.14%,211,1.90%,4,0,,0,,1492
2022-01-08,$0.47,2.43,2311,63.91%,1477,13.20%,195,2.56%,5,0,,0,,1477
2022-01-09,$0.40,2.92,2257,63.00%,1422,9.63%,137,2.92%,4,0,,0,,1422
2022-01-10,$0.30,6.84,1466,99.93%,1465,3.00%,44,2.27%,1,0,,0,,1465
2022-01-11,$0.38,3.76,1907,81.91%,1562,6.47%,101,5.94%,6,0,,0,,1562
2022-01-12,$0.29,5.33,1057,100.00%,1057,5.20%,55,3.64%,2,0,,0,,1057
2022-01-13,$0.55,8.61,1150,99.74%,1147,5.58%,64,4.69%,3,0,,0,,1147
2022-01-14,$0.44,12.55,1103,100.00%,1103,3.17%,35,5.71%,2,0,,0,,1103
2022-01-15,$0.47,3.12,1447,92.81%,1343,11.17%,150,6.00%,9,0,,0,,1343
2022-01-16,$0.60,3.57,1650,99.94%,1649,10.13%,167,2.40%,4,0,,0,,1649
2022-01-17,$1.22,13.59,1389,100.00%,1389,6.48%,90,3.33%,3,0,,0,,1389
2022-01-18,$1.33,12.82,1296,99.92%,1295,8.03%,104,3.85%,4,0,,0,,1295
2022-01-19,$0.54,5.54,1259,99.92%,1258,7.79%,98,3.06%,3,0,,0,,1258
2022-01-20,$0.57,4.53,1258,99.92%,1257,9.94%,125,5.60%,7,0,,0,,1257
2022-01-21,$0.42,4.86,1320,100.00%,1320,6.52%,86,3.49%,3,0,,0,,1320
2022-01-22,$0.52,6.94,1169,99.91%,1168,6.42%,75,9.33%,7,0,,0,,1168
2022-01-23,$1.37,13.42,1263,99.13%,1252,8.15%,102,9.80%,10,0,,0,,1252
2022-01-24,$0.86,5.29,1394,100.00%,1394,11.62%,162,2.47%,4,0,,0,,1394
2022-01-25,$0.66,5.09,1799,99.89%,1797,7.18%,129,3.88%,5,0,,0,,1797
2022-01-26,$0.67,3.74,1372,99.42%,1364,13.20%,180,2.22%,4,0,,0,,1364
2022-01-27,$0.67,6.73,1529,100.00%,1529,6.47%,99,4.04%,4,0,,0,,1529
2022-01-28,$0.61,3.46,1492,99.80%,1489,11.89%,177,2.82%,5,0,,0,,1489
2022-01-29,$0.24,3.79,1865,100.00%,1865,3.43%,64,3.12%,2,0,,0,,1865
2022-01-30,$0.58,4.21,1274,100.00%,1274,10.75%,137,2.19%,3,0,,0,,1274
2022-01-31,$0.30,2.71,1037,100.00%,1037,10.80%,112,1.79%,2,0,,0,,1037
2022-02-01,$0.44,3.67,1226,100.00%,1226,9.71%,119,1.68%,2,0,,0,,1226
2022-02-02,$0.96,11.86,1249,100.00%,1249,6.49%,81,6.17%,5,0,,0,,1249
2022-02-03,$0.85,6.24,1277,98.28%,1255,10.92%,137,3.65%,5,0,,0,,1255
2022-02-04,$0.48,4.4,1344,99.11%,1332,8.18%,109,1.83%,2,0,,0,,1332
2022-02-05,$0.18,1.08,1775,99.89%,1773,9.42%,167,1.20%,2,0,,0,,1773
2022-02-06,$0.58,3.76,1512,98.68%,1492,10.39%,155,2.58%,4,0,,0,,1492
2022-02-07,$0.49,2.56,1972,99.75%,1967,9.66%,190,2.11%,4,0,,0,,1967
2022-02-08,$0.37,2.39,1413,99.22%,1402,11.13%,156,3.85%,6,0,,0,,1402
2022-02-09,$0.48,2.58,1465,98.63%,1445,12.94%,187,0.53%,1,0,,0,,1445
2022-02-10,$0.65,2.45,1428,99.72%,1424,18.68%,266,3.76%,10,0,,0,,1424
2022-02-11,$0.66,3.75,1299,99.23%,1289,13.65%,176,2.84%,5,0,,0,,1289
2022-02-12,$0.72,4.19,1503,100.00%,1503,11.38%,171,5.26%,9,0,,0,,1503
2022-02-13,$0.54,3.67,1517,99.67%,1512,9.72%,147,2.04%,3,0,,0,,1512
2022-02-14,$0.95,4.31,1564,99.49%,1556,14.20%,221,5.43%,12,0,,0,,1556
2022-02-15,$0.44,3.86,1633,99.76%,1629,7.06%,115,6.09%,7,0,,0,,1629
2022-02-16,$0.81,5.21,1878,99.52%,1869,8.35%,156,8.97%,14,0,,0,,1869
2022-02-17,$0.43,2.01,1374,99.49%,1367,15.51%,212,3.77%,8,0,,0,,1367
2022-02-18,$0.39,2.43,1527,99.87%,1525,10.43%,159,0.00%,0,0,,0,,1525
2022-02-19,$0.59,4.12,1684,99.05%,1668,8.57%,143,3.50%,5,0,,0,,1668
2022-02-20,$0.78,5.15,1443,98.96%,1428,10.64%,152,4.61%,7,0,,0,,1428
2022-02-21,$0.54,1.68,2425,68.12%,1652,19.31%,319,2.51%,8,0,,0,,1652
2022-02-22,$0.57,2.84,1602,98.19%,1573,12.84%,202,3.47%,7,0,,0,,1573
2022-02-23,$0.79,5.7,1469,99.73%,1465,9.49%,139,5.04%,7,0,,0,,1465
2022-02-24,$0.97,3.88,1376,99.35%,1367,18.29%,250,6.00%,15,0,,0,,1367
2022-02-25,$0.44,2.21,1708,97.83%,1671,11.91%,199,2.01%,4,0,,0,,1671
2022-02-26,$0.46,3.84,1725,98.90%,1706,7.03%,120,1.67%,2,0,,0,,1706
2022-02-27,$0.83,6.95,2138,98.60%,2108,5.65%,119,5.04%,6,0,,0,,2108
2022-02-28,$0.63,3.13,2240,98.44%,2205,9.07%,200,6.00%,12,0,,0,,2205
2022-03-01,$0.63,3.78,1429,98.81%,1412,11.83%,167,5.39%,9,0,,0,,1412
2022-03-02,$1.18,6.77,2420,74.01%,1791,9.72%,174,8.62%,15,0,,0,,1791
2022-03-03,$0.76,3,3203,53.36%,1709,14.86%,254,0.39%,1,0,,0,,1709
2022-03-04,$0.36,2.78,3562,46.13%,1643,7.91%,130,6.15%,8,0,,0,,1643
2022-03-05,$0.95,5.57,3255,58.16%,1893,8.98%,170,2.35%,4,0,,0,,1893
2022-03-06,$0.55,3.06,1730,98.90%,1711,10.46%,179,2.23%,4,0,,0,,1711
2022-03-07,$0.85,3.66,1971,95.59%,1884,12.26%,231,3.90%,9,0,,0,,1884
2022-03-08,$0.58,2.48,1543,100.00%,1543,15.10%,233,2.15%,5,0,,0,,1543
2022-03-09,$0.53,3.77,1422,100.00%,1422,9.92%,141,2.13%,3,0,,0,,1422
2022-03-10,$1.15,9.97,1416,90.54%,1282,8.97%,115,3.48%,4,0,,0,,1282
2022-03-11,$1.54,8.84,1367,97.88%,1338,13.00%,174,3.45%,6,0,,0,,1338
2022-03-12,$0.94,4.04,2005,100.00%,2005,11.62%,233,1.29%,3,0,,0,,2005
2022-03-13,$1.01,4.69,2069,81.39%,1684,12.83%,216,1.85%,4,0,,0,,1684
2022-03-14,$1.14,5.46,1525,97.70%,1490,14.03%,209,1.44%,3,0,,0,,1490
2022-03-15,$0.65,4.42,1519,99.61%,1513,9.78%,148,2.03%,3,0,,0,,1513
2022-03-16,$0.90,7.35,1540,99.94%,1539,7.99%,123,4.88%,6,0,,0,,1539
2022-03-17,$0.79,6.21,1737,99.94%,1736,7.32%,127,3.94%,5,0,,0,,1736
2022-03-18,$0.76,2.3,2017,99.31%,2003,16.43%,329,3.04%,10,0,,0,,2003
2022-03-19,$0.69,8.33,1799,99.89%,1797,4.62%,83,1.20%,1,0,,0,,1797
2022-03-20,$0.94,13.79,2458,55.57%,1366,4.98%,68,4.41%,3,0,,0,,1366
2022-03-21,$0.38,10.96,22178,5.74%,1274,2.75%,35,5.71%,2,0,,0,,1274
2022-03-22,$0.52,9.48,15334,8.03%,1231,4.47%,55,1.82%,1,0,,0,,1231
2022-03-23,$0.43,8.52,22232,5.87%,1304,3.83%,50,4.00%,2,0,,0,,1304
2022-03-24,$0.87,16.5,25527,6.47%,1651,3.21%,53,1.89%,1,0,,0,,1651
2022-03-25,$0.43,1.49,4750,54.76%,2601,11.00%,286,1.75%,5,0,,0,,2601
2022-03-26,$1.22,4.86,1877,86.68%,1627,15.49%,252,8.33%,21,0,,0,,1627
2022-03-27,$0.86,4.54,1552,99.10%,1538,12.35%,190,4.21%,8,0,,0,,1538
2022-03-28,$0.63,3.19,1781,99.94%,1780,11.01%,196,0.51%,1,0,,0,,1780
2022-03-29,$1.27,8.79,1559,99.49%,1551,9.28%,144,1.39%,2,0,,0,,1551
2022-03-30,$0.82,4.83,3336,99.85%,3331,5.10%,170,2.94%,5,0,,0,,3331
2022-03-31,$0.52,1.13,1660,99.88%,1658,27.50%,456,0.44%,2,0,,0,,1658
2022-04-01,$0.29,3.95,1318,99.62%,1313,5.56%,73,5.48%,4,0,,0,,1313
2022-04-02,$0.64,6.58,1861,99.14%,1845,5.26%,97,4.12%,4,0,,0,,1845
2022-04-03,$0.44,5.28,1998,100.00%,1998,4.15%,83,2.41%,2,0,,0,,1998
2022-04-04,$0.92,8.53,1798,100.00%,1798,6.01%,108,4.63%,5,0,,0,,1798
2022-04-05,$1.81,10.53,1695,99.88%,1693,10.16%,172,5.81%,10,0,,0,,1693
2022-04-06,$1.64,16.07,1425,99.79%,1422,7.17%,102,8.82%,9,0,,0,,1422
2022-04-07,$0.81,11.04,1679,99.82%,1676,4.36%,73,2.74%,2,0,,0,,1676
2022-04-08,$0.64,7.66,993,99.60%,989,8.49%,84,1.19%,1,0,,0,,989
2022-04-09,$0.47,11.52,693,99.42%,689,5.95%,41,7.32%,3,0,,0,,689
2022-04-10,$0.60,5.01,1276,98.82%,1261,9.44%,119,3.36%,4,1276,98.82%,1261,100.00%,1261
2022-04-11,$1.32,9.81,2069,99.95%,2068,6.48%,134,3.73%,5,2069,99.95%,2068,100.00%,2068
2022-04-12,$0.86,5.2,1831,99.95%,1830,9.02%,165,4.85%,8,1831,99.95%,1830,100.00%,1830
2022-04-13,$1.48,11.2,2122,100.00%,2122,6.22%,132,4.55%,6,2122,100.00%,2122,100.00%,2122
2022-04-14,$0.67,5.78,1680,99.76%,1676,6.92%,116,5.17%,6,1680,99.76%,1676,100.00%,1676
2022-04-15,$1.58,10.38,1919,100.00%,1919,7.92%,152,12.50%,19,1919,100.00%,1919,100.00%,1919
2022-04-16,$1.05,5.56,1885,100.00%,1885,10.03%,189,1.59%,3,1885,100.00%,1885,100.00%,1885
2022-04-17,$0.53,2.56,1748,99.71%,1743,11.93%,208,0.96%,2,1748,99.71%,1743,100.00%,1743
2022-04-18,$0.78,5.59,1819,100.00%,1819,7.64%,139,2.16%,3,1819,100.00%,1819,100.00%,1819
2022-04-19,$0.42,2.51,1521,99.87%,1519,10.99%,167,1.20%,2,1521,99.87%,1519,100.00%,1519
2022-04-20,$0.78,2.14,1889,99.42%,1878,19.54%,367,0.27%,1,1889,99.42%,1878,100.00%,1878
2022-04-21,$1.23,4.99,2271,99.78%,2266,10.90%,247,2.83%,7,2271,99.78%,2266,100.00%,2266
2022-04-22,$0.77,3.31,2089,99.38%,2076,11.27%,234,2.56%,6,2089,99.38%,2076,100.00%,2076
2022-04-23,$1.44,6.09,2781,99.96%,2780,8.49%,236,4.24%,10,2781,99.96%,2780,100.00%,2780
2022-04-24,$1.16,5.97,1899,99.95%,1898,10.27%,195,0.51%,1,1899,99.95%,1898,100.00%,1898
2022-04-25,$1.41,6.56,2789,99.43%,2773,7.75%,215,4.65%,10,2789,99.43%,2773,100.00%,2773
2022-04-26,$1.16,9.17,1534,99.80%,1531,8.30%,127,7.87%,10,1534,99.80%,1531,100.00%,1531
2022-04-27,$1.31,8.64,2931,96.38%,2825,5.38%,152,3.29%,5,2931,96.38%,2825,100.00%,2825
2022-04-28,$2.30,14.66,1790,99.83%,1787,8.79%,157,8.28%,13,1790,99.83%,1787,100.00%,1787
2022-04-29,$1.45,9.05,1853,99.89%,1851,8.64%,160,6.88%,11,1853,99.89%,1851,100.00%,1851
2022-04-30,$1.18,4.95,1967,98.73%,1942,12.26%,238,2.94%,7,1967,98.73%,1942,100.00%,1942
2022-05-01,$0.91,3.99,1959,99.03%,1940,11.80%,229,2.18%,5,1959,99.03%,1940,100.00%,1940
2022-05-02,$0.98,2.98,3735,99.81%,3728,8.77%,327,2.14%,7,3735,99.81%,3728,100.00%,3728
2022-05-03,$1.85,5.45,2132,98.83%,2107,16.14%,340,4.12%,14,2132,98.83%,2107,100.00%,2107
2022-05-04,$2.14,7.3,2131,99.11%,2112,13.87%,293,3.07%,9,2131,99.11%,2112,100.00%,2112
2022-05-05,$2.76,8.69,2333,99.70%,2326,13.67%,318,4.40%,14,2333,99.70%,2326,100.00%,2326
2022-05-06,$1.50,8.32,1567,99.68%,1562,11.52%,180,2.78%,5,1567,99.68%,1562,100.00%,1562
2022-05-07,$1.64,7.78,2292,99.48%,2280,9.25%,211,8.06%,17,2292,99.48%,2280,100.00%,2280
2022-05-08,$0.85,3.74,2230,99.19%,2212,10.31%,228,1.75%,4,2230,99.19%,2212,100.00%,2212
2022-05-09,$1.36,6.93,2453,99.43%,2439,8.04%,196,5.10%,10,2453,99.43%,2439,100.00%,2439
2022-05-10,$1.53,6.44,2158,97.54%,2105,11.31%,238,5.46%,13,2158,97.54%,2105,100.00%,2105
2022-05-11,$1.30,6.81,1738,99.08%,1722,11.09%,191,4.71%,9,1738,99.08%,1722,100.00%,1722
2022-05-12,$1.16,10.12,2502,97.88%,2449,4.70%,115,21.74%,25,2502,97.88%,2449,100.00%,2449
2022-05-13,$2.55,9.65,2243,97.46%,2186,12.08%,264,8.33%,22,2243,97.46%,2186,100.00%,2186
2022-05-14,$1.08,5.53,1752,98.23%,1721,11.39%,196,8.16%,16,1752,98.23%,1721,100.00%,1721
2022-05-15,$1.06,4.75,1721,99.77%,1717,13.05%,224,2.68%,6,1721,99.77%,1717,100.00%,1717
2022-05-16,$1.41,7.17,3526,99.04%,3492,5.64%,197,6.09%,12,3526,99.04%,3492,100.00%,3492
2022-05-17,$1.26,5,1909,98.32%,1877,13.37%,251,1.99%,5,1909,98.32%,1877,100.00%,1877
2022-05-18,$1.39,7.04,2438,98.28%,2396,8.22%,197,4.06%,8,2438,98.28%,2396,100.00%,2396
2022-05-19,$1.30,7.26,1696,99.29%,1684,10.63%,179,2.23%,4,1696,99.29%,1684,100.00%,1684
2022-05-20,$1.09,5.93,3343,72.18%,2413,7.63%,184,4.89%,9,3343,72.18%,2413,100.00%,2413
2022-05-21,$0.80,5.69,1944,99.54%,1935,7.29%,141,2.84%,4,1944,99.54%,1935,100.00%,1935
2022-05-22,$1.32,8.54,3461,99.94%,3459,4.45%,154,7.14%,11,3461,99.94%,3459,100.00%,3459
2022-05-23,$1.15,7.49,2004,100.00%,2004,7.68%,154,7.14%,11,2004,100.00%,2004,100.00%,2004
2022-05-24,$1.57,6.35,2503,98.88%,2475,10.02%,248,4.03%,10,2503,98.88%,2475,100.00%,2475
2022-05-25,$1.21,5.45,2586,99.73%,2579,8.57%,221,4.98%,11,2586,99.73%,2579,100.00%,2579
2022-05-26,$1.09,5.32,2021,98.17%,1984,10.33%,205,2.44%,5,2021,98.17%,1984,100.00%,1984
2022-05-27,$0.85,4.16,2180,99.54%,2170,9.40%,204,1.47%,3,2180,99.54%,2170,100.00%,2170
2022-05-28,$2.34,9.85,2593,99.38%,2577,9.24%,238,6.72%,16,2593,99.38%,2577,100.00%,2577
2022-05-29,$1.02,5.25,2317,99.87%,2314,8.38%,194,2.58%,5,2317,99.87%,2314,100.00%,2314
2022-05-30,$1.57,7.75,2068,99.37%,2055,9.88%,203,4.43%,9,2068,99.37%,2055,100.00%,2055
2022-05-31,$0.93,2.95,2034,99.36%,2021,15.59%,315,1.59%,5,2034,99.36%,2021,100.00%,2021
2022-06-01,$1.50,5.24,2129,99.81%,2125,13.51%,287,3.14%,9,2129,99.81%,2125,100.00%,2125
2022-06-02,$1.98,8.02,2099,98.81%,2074,11.91%,247,4.45%,11,2099,98.81%,2074,100.00%,2074
2022-06-03,$1.34,4.63,2976,99.56%,2963,9.79%,290,1.72%,5,2976,99.56%,2963,100.00%,2963
2022-06-04,$1.22,4.68,2441,99.26%,2423,10.73%,260,3.85%,10,2441,99.26%,2423,100.00%,2423
2022-06-05,$1.66,6.17,2785,98.53%,2744,9.80%,269,5.58%,15,2785,98.53%,2744,100.00%,2744
2022-06-06,$1.54,4.78,2002,97.85%,1959,16.49%,323,2.17%,7,2002,97.85%,1959,100.00%,1959
2022-06-07,$2.49,12.09,3507,99.71%,3497,5.89%,206,1.94%,4,3507,99.71%,3497,100.00%,3497
2022-06-08,$1.08,4.79,1841,99.78%,1837,12.25%,225,4.44%,10,1841,99.78%,1837,100.00%,1837
2022-06-09,$0.83,3.88,2204,98.37%,2168,9.92%,215,4.65%,10,2204,98.37%,2168,100.00%,2168
2022-06-10,$1.54,4.17,2608,99.54%,2596,14.21%,369,1.36%,5,2608,99.54%,2596,100.00%,2596
2022-06-11,$1.25,4.16,2097,99.38%,2084,14.44%,301,4.65%,14,2097,99.38%,2084,100.00%,2084
2022-06-12,$0.94,4.51,1911,98.69%,1886,11.08%,209,4.78%,10,1911,98.69%,1886,100.00%,1886
2022-06-13,$0.74,2.81,2164,99.63%,2156,12.15%,262,1.91%,5,2164,99.63%,2156,100.00%,2156
2022-06-14,$0.81,2.9,1925,97.71%,1881,14.83%,279,4.66%,13,1925,97.71%,1881,100.00%,1881
2022-06-15,$1.05,5.14,1890,98.31%,1858,11.03%,205,7.32%,15,1890,98.31%,1858,100.00%,1858
2022-06-16,$0.78,3.22,3946,58.44%,2306,10.49%,242,1.65%,4,3946,58.44%,2306,100.00%,2306
2022-06-17,$1.29,5.54,2191,99.82%,2187,10.65%,233,3.00%,7,2191,99.82%,2187,100.00%,2187
